"","Symbol","Last","% Change","Day Range","Low","High","Volume","Bid","Ask","Year Range","Year Low","Year High","Prev. Close","Market Cap","P/E","Beta","% MTD","% YTD"
"","MA","354.25","1.0468366706600563","15463769715.735588","350.28","355.45","2514337","353.06","354.27","43021028.273159996","303.65","399.92","350.58","338792098100","35.52","1.2036","0.13567370474008023","-1.4054324835800935"
"","MAA","187.79","1.9213025780189907","1206330205.9029374","185.5","187.95","311568","185","190.63","6909842.6536334995","158.855","231.63","184.25","21269635800","36.21","0.8984","1.109136919183773","-18.1528940027894"
"","MAR","164.07","1.8246136659839873","699434767.8944433","160.98","164.35","1610288","160","164.5","4100588.7125399997","127.58","195.9","161.13","52737526700","30.48","1.0997","3.305629013978084","-0.7080610021786615"
"","MAS","55.58","1.4974433893352845","9299553.45791976","54.935","55.62","1512276","53.79","55.8","182731.19136300005","46.27","71.055","54.76","12349475200","15.24","0.9265","0.3611412062116237","-20.84876103674167"
"","MCD","262.18","1.1184819500154486","4631823543.914805","259.55","262.52","1530824","261.01","262.5","15474539.041225","217.675","271.15","259.28","190756703800","31.95","0.8246","-0.4518358203288164","-2.197187301824144"
"","MCHP","73.71","3.2786885245901454","28001775.45927762","71.94","73.99","4408336","69.5","75","360419.78699999995","54.33","90","71.37","39430783100","26.16","1.545","7.043276212605276","-15.334252239834612"
"","MCK","367.4","2.4082952391570878","17156748061.718493","358.37","365.4","769745","360.11","367.68","25716985.603319995","193.89","363.19","358.76","51511119600","38.17","0.8302","6.914924761402896","46.9203845999115"
"","MCO","322.97","1.690806045340043","10555018219.480276","318.34","323.24","373282","321","325","33071165.355618","251.01","407.94","317.6","58279600000","34.32","1.1628","4.0999194198227285","-17.310154129755738"
"","MDLZ","64.2","-0.13999066728884735","16997840.712982804","63.78","64.57","4838258","63","66","257006.00175","57.625","69.47","64.29","88113945300","23.32","0.7207","0.2498438475952547","-3.1820238274769985"
"","MDT","94.82","0.8294342832837032","79442903.1242748","93.95","94.83","8837499","94","94.82","1117137.2856599998","86.7","135.89","94.04","124951888400","25.21","0.8652","2.48594898400345","-8.342194296761729"
"","MET","67.81","1.6794122057280036","20508682.75873092","66.81","67.88","3965861","67.28","67.85","283101.25739","57.05","73.18","66.69","54232708100","16.62","1.2957","7.209486166007917","8.513362137942071"
"","META","180.23","1.543748943602452","1038534998.3989125","178.95","181.15","21274046","180.05","181","396883.39999999997","11.95","184","177.49","477034548300","14.7","1.2219","13.450659962287869","1089.064558629776"
"","MGM","35.6","1.9765110283586518","1551157.1764444","35.03","35.63","3447399","35.5","35.6","48109.82932","26.41","51.17","34.91","14873475300","4.89","1.8334","8.768713718301257","-20.677361853832444"
"","MHK","127","0.7057330901593772","257982682.2048","126","127.84","483374","120","130.14","3091460.0604","114.96","211.745","126.11","8012247500","8.46","1.2466","-1.1519302615192961","-30.288725436381604"
"","MKC","90.67","1.1603257837777603","65888832.407257445","89.37","90.72","801058","89.5","90.7","757747.0973249999","77.85","107.35","89.63","24047460100","35.44","0.5364","3.8008013737836466","-6.148431839354107"
"","MKTX","271.25","1.9775179518026986","5218840235.892031","267.11","271.19","161982","260.89","278.45","32899898.278594002","249.01","487.79","265.99","10011863600","41.66","0.7796","0.029544279488891156","-34.14058890753032"
"","MLM","370.1","1.4306073229555016","18316981309.58051","365.22","371.39","277114","335","379","47090278.76154","284.99","446.46","364.88","22759061600","28.36","1.0685","5.118154964780741","-15.985653318805038"
"","MMC","172.72","1.4627268989015008","869490195.965015","170.82","173.12","1398846","166.09","173.5","4517041.14624","142.8","183.14","170.23","84947834100","25.66","0.8441","5.342766528421561","-0.6328385686342197"
"","MMM","152.5","1.8976346385139564","520853429.173653","150.11","152.29","2347064","152.5","152.65","3877234.9228800004","125.6","202.77","149.66","85246934600","20.93","0.7376","6.283161128176484","-14.293756685244608"
"","MNST","91","1.903695408734607","64461948.54055459","88.97","90.13","2964884","88.4","91.75","644890.924755","71.775","99.81","89.3","47299620300","39.01","0.8683","-9.636619152780579","-6.268221574344035"
"","MO","45.17","0.08863283846665126","4161030.32014215","45.01","45.37","7351643","45.16","45.21","105608.10749999998","41","57.05","45.13","81271006600","46.39","0.5988","2.941176470588225","-4.726735598227483"
"","MOH","332.43","1.2271619975639636","11953699721.234207","328.62","333.2","283086","327","350","28492243.701075003","244.75","350.19","328.4","19080040000","25.53","0.9049","1.4372024899304225","4.511443661971848"
"","MOS","54.99","0.4200146092038004","8961479.9666496","54.08","55.17","2944094","54.5","55","126715.52312","29.14","79.28","54.76","19822736700","6.24","1.2865","4.158754272692766","39.60295240519216"
"","MPC","97.14","0.44462827008582284","88908236.769267","96.5","97.74","3605180","97.14","97.72","595960.284915","53.47","114.35","96.71","52319626400","6.53","1.4953","6.338642810386208","52.320675105485215"
"","MPWR","527.75","1.8881402397822322","75693066203.49255","521.43","531.04","444052","506.75","542","106527181.89999999","348.02","580","517.97","24159674700","74.34","1.6239","13.563005680840078","6.977074169420061"
"","MRK","91.24","2.5975486337568743","65570858.98221342","88.99","91.03","12317663","90.5","91.24","617624.474616","70.89","95.72","88.93","224887073300","13.61","0.5603","1.8804566823371394","18.763048016701454"
"","MRNA","170.95","-0.5005529363832251","863059973.3600669","168.7","173.95","2818023","170.95","174.99","9199437.189030001","115.61","464.85","171.81","68339145600","5.24","0.4715","4.320799561216404","-32.600992204110554"
"","MRO","24.01","0.4182350480970376","330471.3838041","23.65","24.29","13307541","24.02","24.04","8324.190981","10.41","33.235","23.91","16920891800.000002","5.66","1.5047","-2.9838709677419417","46.52862362971983"
"","MS","91.63","1.585365853658538","68308864.93522081","90.06","91.74","6258966","91.63","91.79","724668.22219","72.05","109.73","90.2","154858066000","12.2","1.3088","8.730723606168445","-6.621841890790547"
"","MSCI","505","0.7742656449553076","64504300915.06531","500.9","507.15","330946","500","515","129668273.94133501","376.41","679.85","501.12","40341613200","51.56","1.1835","5.270702621847345","-17.297491390425833"
"","MSFT","292.17","1.7943000487770977","7018048012.769311","286.95","291.91","22619675","289.3","292.5","24651449.704247","241.51","349.67","287.02","2140563587799.9998","29.76","1.1508","3.9787703925340256","-13.204686013320632"
"","MSI","255.97","1.4626605359124856","4180985640.783151","252.95","255.96","897399","241.35","270","13671245.247259602","195.175","273.6496","252.28","42101747800","36.34","0.9516","7.2844628861226335","-5.789473684210522"
"","MTB","189.82","1.5786375555198795","1258233583.6133895","186.82","189.87","631310","186","189.99","4700599.4946775595","131.42","188.4299","186.87","33530271000","17.36","1.1562","6.970977740208517","23.59682250293005"
"","MTCH","68","2.6105326693828257","20643166.60876701","67.09","68.31","2066878","66.2","68.77","731768.160214","59.1541","182","66.27","18926248100","208.53","1.102","-7.284135861410457","-48.60491493383743"
"","MTD","1364.1","1.2852783284699187","3356582273089.125","1337.79","1365.725","61252","1130.1","1400","2532720384.5204997","1082.78","1714.75","1346.79","30311663800","37.94","0.9608","1.064657375919631","-19.62691711691541"
"","MU","65.1","4.4608472400513355","16599531.475025281","62.61","65.41","16193978","64.88","65.25","329123.8632","51.4","98.45","62.32","68748308000","7.1","1.4388","5.140640155189158","-30.177133655394528"
"","NCLH","14.1","2.470930232558133","38840.1142272","13.94","14.3","18227629","14.02","14.13","4299.39372","10.31","29.45","13.76","5766829800","","2.1113","16.54320987654321","-31.726133076181284"
"","NDAQ","189.95","1.8116524628825514","1267882753.3697","187.32","190.52","477289","189.95","190.83","5743131.190641","140.31","214.955","186.57","30723974500","27.55","0.9546","5.262576008844655","-9.328127232036575"
"","NDSN","243.06","1.9119496855345863","3375968810.87232","239.46","243.2","170069","229.89","255.61","12897917.3195337","194.89","272.2805","238.5","13716564300","29","1.1449","5.225334430061901","-4.78317076037137"
"","NEE","90.2","0.8610086100860892","65516843.17839046","89.33","90.65","5262780","90.2","90.71","570009.003382","67.22","93.73","89.43","175710275400","68.47","0.8785","7.077760681737488","-3.0955441302485065"
"","NEM","46.61","2.891832229580582","4455412.194397501","45.35","46.59","8332850","46.61","46.64","176500.98165","43.9","86.37","45.3","35953749300","45.44","0.3023","2.804770318021199","-24.94356659142213"
"","NFLX","249.27","2.7070457354759103","3678935767.0092","243.8","249.4","6098531","246","249.5","28434655.7288082","162.71","700.9894","242.7","107930146200","21.58","0.9466","10.84926634059582","-58.61828563840383"
"","NI","31.14","2.3668639053254337","903816.8908329601","30.62","31.16","2600580","30.59","31.18","23997.581684999997","23.65","32.585","30.42","12349090300","19.93","0.7821","2.4342105263158054","12.785222745382118"
"","NKE","116.09","1.7440841367221793","174976349.36280027","113.79","116.11","4407890","115.81","116.09","2069043.27561","99.53","179.1","114.1","178982965000","30.41","1.0182","1.0006961364427358","-30.35939281214376"
"","NLOK","23.81","-0.9979209979210091","336466.15761720005","23.82","24.28","4247951","23.25","24.71","16115.819467500001","21.55","30.915","24.05","13950539200","16.72","0.51","-1.3860578883000407","-6.889915319476514"
"","NLSN","27.58","0.4735883424408005","573783.5809502999","27.49","27.57","3345947","27.4","27.84","12278.500163999997","16.02","27.79","27.45","9877443300","16.99","1.0124","15.156576200417526","34.47098976109213"
"","NOC","479.96","2.0518381493057625","50760476793.1606","469.1","479.75","701738","476.5","479.96","81427575.03426","344.89","492.3","470.31","72762130400","13.14","0.6252","0.14199206514931006","23.900069754824706"
"","NOW","506.78","1.4676143758133975","63314933617.69388","492.91","507.76","1662233","502.13","509.5","145681480.29972002","406.47","707.6","499.45","100888900000","551.63","1.2299","13.399453723189891","-21.968541541495277"
"","NRG","41.78","3.3391046252782663","2862112.8267517495","40.75","41.69","1777782","41.72","41.79","69145.28118","34.7","47.82","40.43","9593392100","2.85","0.9405","10.384105960264911","-3.2729805013927527"
"","NSC","261.84","0.6264171246300965","4644465481.8753195","260.23","261.95","863523","250","262.23","17000044.479599997","217","299.195","260.21","61116563500","20.74","1.0729","4.248118803997292","-12.048637936246687"
"","NTAP","74.93","1.6689280868385392","30747640.888453506","74.09","75.15","853511","73.7","76","444424.306476","61.26","96.82","73.7","16194469500","17.99","1.0384","5.0469648114398025","-18.54549407544297"
"","NTRS","104.05","1.2553522771506342","114744806.1248664","103.08","104.11","801059","103.86","106.31","1261112.2206000001","89.68","135.15","102.76","21413848100","13.99","1.158","4.279414712367213","-13.00894574032272"
"","NUE","142.85","0.6694855532064725","410072299.97115684","140.77","143.67","1113049","142.81","142.89","2376139.2435","88.5","187.9","141.9","37754197800","4.35","1.1595","5.220913107511027","25.177398160315366"
"","NVDA","187.7","4.614870137108462","1140023772.1481817","181.44","187.18","47809415","187.6","188","9110601.711765002","140.55","346.47","179.42","448550000000","48.15","1.3784","3.0061113252216165","-36.38774608139812"
"","NVR","4454.72","1.5133388479847465","383562311575745.4","4380.01","4479.64","11007","4420.22","4570.78","95301086289.24431","3576.01","5982.445","4388.31","14436091800","10.56","1.1279","1.402654162208905","-24.609612328583975"
"","NWL","21.08","1.5903614457831283","191599.79582499995","20.75","21.11","1786770","20.1","21.3","9701.648399999998","17.4","26.45","20.75","8582200000.000001","12.14","1.0727","4.304799604156351","-3.4798534798534897"
"","NWS","19.07","0.8994708994709111","129971.41718399999","18.88","19.1","438027","17.17","19.28","7163.246937","15.18","24.745","18.9","11070523800","18","1.0118","10.35879629629628","-15.244444444444438"
"","NWSA","18.83","0.856989823245824","123687.12135055501","18.63","18.885","2190022","17.35","19.64","7281.217352499999","14.95","25.865","18.67","10935803100","17.78","0.9896","9.859976662777115","-15.598386373823402"
"","NXPI","188","4.2244151236279","1153097000.0422363","181.8","187.565","2086006","181.31","188.25","6311471.934141","140.33","239.91","180.38","47367427200","19.48","1.4465","1.9523602349358349","-17.696900518043723"
"","O","74.65","1.0695911183319806","30527453.941655222","74.03","74.77","3284218","74.5","74.79","350671.89963","62.285","75.4","73.86","44434028300","69.78","1.0438","0.9190431139343147","4.3022768543092615"
"","ODFL","314.31","-0.34243317797012507","9793290464.603685","311.49","317.16","723997","302","315","27160403.962038","231.31","373.58","315.39","35252401900","29.24","0.9402","3.5583671048729837","-12.297003180981081"
"","OGN","30.99","-2.2088987062164778","955816.0007691601","30.78","31.62","2161729","31","31.1","34864.912125","28.5","39.475","31.69","8037756500","7.28","0.9214","-2.301387137452715","1.7733990147783318"
"","OKE","64.46","-0.7697044334975423","17379338.800824","64.15","64.81","2113673","64.3","64.35","234339.90079499997","48.51","75.07","64.96","29012175400","18.47","1.6014","7.716772681620343","9.513274336283173"
"","OMC","72.59","0.5680243834857324","27190794.676982403","71.56","72.56","659971","69.53","72.76","407484.99020500004","61.31","91.61","72.18","14785567700","11.8","0.9395","3.880297823596779","-0.9826668486420109"
"","ORCL","79.15","2.579056505961641","37827961.37172","78","79.41","6692347","79.3","79.33","536655.86936","63.76","106.34","77.16","205625998800","32.14","0.8949","1.682939362795488","-9.24205939685815"
"","ORLY","731.59","1.6930540303860209","277100157916.8256","718.85","732.41","515612","724.5","740","308315416.39548","562.9","748.68","719.41","47283510000","22.72","0.8538","3.979575608013808","3.5908981493281145"
"","OTIS","81.75","1.4267990074441794","43624959.48544501","80.87","81.87","1758848","81.5","81.8","508280.1999","66.97","92.84","80.6","34077196400","27.72","","4.579762057055126","-6.1100264155277255"
"","OXY","65.68","-0.015223017201992928","18508841.555063583","64.89","66.06","11746074","65.67","65.73","105216.95570400002","21.62","74.04","65.69","61189709500","6.48","1.8342","-0.030418250950559056","126.73335632976892"
"","PARA","26.19","1.5116279069767424","452571.3814941","25.53","26.235","5761370","25.38","26.2","25567.607745","23.15","42.17","25.8","16746805799.999998","5","1.1094","10.739957716701909",""
"","PAYC","394.93","4.506483196612865","22170370062.41442","378","394.01","537039","393.65","394.93","56327438.314114004","255.82","558.97","377.9","22769986600","96.29","1.5204","19.18968803897243","-5.125364291047463"
"","PAYX","135.61","2.6803967592943234","322953979.4388471","132.96","135.62","1824633","125","139.9","2050636.92136","106.55","141.92","132.07","47532917500","34.44","1.1264","5.714062987215485","-0.652014652014643"
"","PCAR","93.58","0.6236559139784825","76089911.506245","93.05","93.81","1508474","87.99","95","704111.0076","77","97.56","93","32337867000","14.67","0.8227","2.4147727272727293","6.19759800589168"
"","PEAK","28.37","2.0870816840590223","626722.59049302","28.02","28.37","2996052","27.42","28.5","24285.443435000005","23.23","36.85","27.79","14994956000","80.93","1.1011","2.6782482808541452","-21.390967026877263"
"","PEG","67.61","1.3795171689908514","20360566.113109555","66.74","67.66","2537166","66.3","67.61","297466.820299","58.19","75.61","66.69","33268973400.000004","","0.7172","2.9541647632099766","1.3187471901693337"
"","PENN","37.7","5.89887640449438","1843483.420896","36.28","37.86","2848715","35.72","38","86187.62880000002","26.46","86.4","35.6","5644842800","30.01","2.2008","9.117221418234456","-27.290260366441654"
"","PEP","177.32","1.302559414990867","965560456.2259219","175.37","177.38","3756404","174.9","177.4","4710080.075796","149.48","177.69","175.04","241569203200","26.34","0.7546","1.3545953360768248","2.0839329917679006"
"","PFE","49.9","3.3340236073721163","5919323.906331825","48.55","50.385","25835465","49.9","49.97","126598.274814","40.94","61.71","48.29","270950360999.99997","11.08","0.5721","-0.7919223916056151","-15.139712108382719"
"","PFG","79.51","2.6067879726416443","38146599.370988645","77.84","79.54","1615530","77","79.69","389563.156892","60.97","80.36","77.49","19580483200","4.71","1.3728","18.778010158350767","9.926724733858716"
"","PG","146.66","0.9637890678782846","453132101.732567","144.96","146.72","5038748","146.41","146.66","3140619.04275","129.5","165.35","145.26","348522318000","25.03","0.5959","5.586350874667034","-10.33744956596162"
"","PGR","121.77","1.0874979246222827","215805112.7824944","120.8","121.79","1619342","119.82","122.23","1329935.0741324998","89.35","122.235","120.46","70457054000","85.83","0.6659","5.831739961759075","18.62640038967365"
"","PH","308","1.8990273274664293","8695169999.203072","303.04","308.21","420551","291","307.94","24131676.8","230.44","340","302.26","38833760300","30","1.3518","6.541215538413647","-3.18118948824343"
"","PHM","44.95","1.5360289134854321","3943693.5665062005","44.06","44.98","1367923","44.1","44.98","91474.69361420002","35.0324","58.09","44.27","10248416500","4.93","1.3117","3.049060064190745","-21.361091672498244"
"","PKG","143.92","1.3093059270730567","420269715.80795705","142.63","144.12","369236","140","145.27","3025979.8855999997","124.78","168.5","142.06","13311192500","13.13","0.8181","2.3540288741910054","5.706940874035982"
"","PKI","157.91","-1.8948807157057712","643993461.8689767","156.72","161.67","1546764","155","160.3","4191382.07514","130.65","203.16","160.96","20304782100","30.14","0.8142","3.094600770385858","-21.46125534666269"
"","PLD","137.24","2.2424197273337","341855139.65268713","135.03","137.43","2609417","135.27","138.7","2550128.957616","106.46","174.54","134.23","100534377300","26.95","1.0282","3.5304767652383884","-18.484200522689477"
"","PM","99.91","0.44234442545489916","97206439.72445616","98.68","99.79","3068532","99","100","955957.801728","85.64","112.48","99.47","154194415200","17.08","0.7398","2.1513124034997277","4.4631578947368356"
"","PNC","174.63","1.5644992439223016","900556484.3766499","171.74","174.64","1188043","174.1","174.74","5832254.421812249","146.39","228.1425","171.94","71111117100","13.45","1.2166","5.236832590092799","-12.91143028126871"
"","PNR","50.69","2.0946626384692912","6353163.715572299","49.78","50.71","829166","48.5","50.91","177690.75360000003","43.6","80.4","49.65","8165439000","14.7","1.0816","3.6817345060339512","-30.59016842393537"
"","PNW","77.32","2.140026420079244","34408330.439498395","76.02","77.33","643354","74.63","77.91","394399.65499999997","62.78","81.25","75.7","8554175700","15.63","0.7833","5.240234109160191","9.533928318458695"
"","POOL","388.91","3.623671098558523","21413271220.21351","376.06","390.23","328053","362.46","394.49","73378427.26270899","324.14","582.265","375.31","14858748100","19.55","0.9305","8.691641039977638","-31.30918727915194"
"","PPG","135.55","1.6574171291435569","327669823.50937515","133.42","135.88","782975","135.2","136.01","2573264.8255600003","107.06","177.32","133.34","31334500000","29.23","0.958","4.841828447675778","-21.392948271862664"
"","PPL","30.29","2.922188243289159","798422.84911935","29.55","30.31","5968678","30","30.2","23235.67481625","24.975","30.715","29.43","21657625300","30.02","0.8534","4.160935350756545","0.765136393878918"
"","PRU","105.49","2.4274201378774674","118482026.62909535","103.36","105.51","1596557","105.35","105.48","1175819.030694","89.73","124.22","102.99","38621250000","19.08","1.4191","5.500550055005493","-2.5406504065040636"
"","PSA","354.76","2.401570257476049","14917140107.84567","347.84","351.97","529870","348.7","357.64","43360700.221439995","292.32","421.76","346.44","60814770500","29.51","0.635","7.747924389571392","-6.103161042289629"
"","PSX","89.85","1.7208196535718256","62732112.186150014","87.65","90.03","2795622","89.54","89.85","632860.488","63.19","111.28","88.33","42491234800","7.61","1.1592","1.1235955056179803","24.206458735854277"
"","PTC","125.03","0.7900040306328071","240382673.6802135","123.85","125.14","659467","115","128","1650676.9424100001","96.55","136.74","124.05","14510872800","29.46","1.0835","1.3373318203922846","3.2026413536937692"
"","PVH","68.97","0.29082448742183686","22287860.137162615","67.69","69.42","884304","66.8","70.59","472042.363518","54.57","125.42","68.77","4604873600","4.96","1.695","11.385658914728669","-35.33052039381154"
"","PWR","143.46","1.5646017699115111","410728278.9465","141.15","143.6","790856","136","145","1956157.7819040003","92.86","146.84","141.25","20298896200","45.82","1.0474","3.4095004685360086","25.117739403453697"
"","PXD","232.21","1.6325280112044815","2818440934.66656","227.27","233","1663707","232.2","232.6","9242241.95778","137.54","288.46","228.48","54530636200","9.45","1.3374","-1.6881198565098177","28.07895315592699"
"","PYPL","100.87","1.7758046614872347","101994148.46774338","100.02","101.77","12320895","100.78","101.1","2027154.6845999996","67.58","296.7","99.11","114618732800","57.2","1.318","16.838090835548346","-46.38880050906777"
"","QCOM","151.04","2.1714131096529643","501373228.60429204","148","151.47","4967492","147","151.5","3462422.259195","118.225","193.58","147.83","166013090000","13.1","1.2893","4.294774576037486","-17.26909826652814"
"","QRVO","111.07","2.1615158204562057","147929908.55473438","109.8","111.57","866932","105.7","112.5","1931914.615904","90.16","192.92","108.72","11277199400","14.7","1.3987","6.726241952531953","-28.97883496387237"
"","RCL","42","0.6711409395973256","3141016.013335199","41.8","42.51","5767985","41.95","42.2","129449.42989099998","31.09","98.27","41.72","10641061500","","1.9016","9.45492120898992","-44.90247074122238"
"","RE","275.55","1.5964899343706263","5617087258.032638","272.34","275.98","146336","260.29","277.89","21114780.921299998","248.63","308.2","271.22","10696374400","13.82","0.9559","5.433326956189011","0.5950642523364413"
"","REG","66.3","1.5313935681470214","18935442.652464","65.76","66.51","761913","61.16","73.5","291345.29892","55.78","78.78","65.3","11255238600","23.09","1.1334","2.902374670184682","-12.01061712010617"
"","REGN","628.71","0.7709568841160586","154498729516.57254","622.66","632.57","351278","613","647","252816983.02905595","538.01","747.4214","623.9","68010091199.99999","12.45","0.5769","8.083343361584339","-0.44495819609828846"
"","RF","22.96","1.4134275618374659","270085.89369216","22.62","22.97","4816159","22.85","22.95","10573.440472000002","18.01","25.57","22.64","21157080000","10.16","1.4174","8.404154863078372","5.321100917431187"
"","RHI","82.32","1.429275505174954","44686478.49119999","81.25","82.32","484495","78","83.56","756832.5458399998","73.1","125.77","81.16","8969316200","13.16","0.9858","4.018195602729335","-26.18364418938307"
"","RJF","109.34","1.7684288905435608","138272437.78352928","107.61","109.38","632721","105","109.44","1089028.389988","84.86","117.37","107.44","23277843000","15.32","1.2355","11.038895094952771","8.90438247011951"
"","RL","98.84","-0.28248587570621764","95500408.4473824","97.9","99.57","680388","97.3","99.96","1163205.9134640002","86.54","135.99","99.12","6911429400","13.11","1.184","0.2129169623846794","-16.843345111896348"
"","RMD","239.99","-0.357068714967812","3267033278.224438","235.32","240.19","765339","232","243.2","13697140.30204","189.4","301.34","240.85","35232742200","45.38","0.9418","-0.22035589555962076","-7.866246928746934"
"","ROK","258.4","2.166693025462596","4250013676.7522635","252.71","257.97","472404","251.78","265","17392742.433792002","190.08","354.99","252.92","29195820200","44.13","1.0746","0.971482293951742","-26.111509244661036"
"","ROL","36.97","0.87312414733971","1837334.0152277998","36.57","37.08","1385518","34.82","37.2","42269.115283499996","28.505","40.11","36.65","18047083000","54.34","0.715","-4.1483017889551554","8.06781642794503"
"","ROP","439.1","1.2451002997463823","36248608061.05162","433.19","439.4","282709","426.5","445.48","81937179.705","369.51","505","433.7","45934468100","41.92","0.9065","0.5564843016465648","-10.726629528727683"
"","ROST","90.98","3.2104367555303437","63300243.819571204","88.32","90.22","1908572","86.19","91","794589.986592","69.24","127.34","88.15","30845976900","19.6","1.1865","10.903273443268514","-21.14105705285264"
"","RSG","144.71","2.0521861777150985","421775266.0023672","141.99","144.76","1494939","139.75","144.86","2399211.47610972","113.5734","145.98","141.8","44793343800","32.5","0.766","4.363190538006645","3.771961276443192"
"","RTX","95.1","2.0933977455716457","78484556.52552241","93.28","95.07","3652404","95.05","95.1","795763.8558","79","106.02","93.15","137536906500","31.24","1.1404","1.9311232700354175","10.399721124796656"
"","SBAC","350.04","1.9068968528923813","14446120453.01687","342.91","350.38","524039","336.85","353.72","39214726.195860006","286.41","391.15","343.49","37038183200","106.42","0.7631","4.243723755918882","-10.020050383013713"
"","SBNY","206.41","2.152825893299015","1739456907.4916303","201.88","206.59","322596","197.88","212.75","12791292.430176","165.36","374.76","202.06","12715231700","10.76","1.3579","11.230263512421201","-36.18882740285034"
"","SBUX","88.25","1.1229517589091298","59407910.981259026","87.21","88.39","5153974","87.2","88.74","729332.543884","68.39","120.76","87.27","100133598000","24.54","1.1131","4.163717857985372","-24.502009062152684"
"","SCHW","74.9","3.2106931238804037","29412464.793074995","71.89","75.17","15009817","74.9","75","428388.3","59.35","96.24","72.57","131864044200","23.86","1.1135","8.61694424330195","-10.820451843043987"
"","SEDG","329.26","3.2098301046956434","11231146340.966509","319.24","333.65","772281","321.22","331.44","25872163.816312","200.86","389.71","319.02","17669656400","124.91","1.4122","-8.222030933274105","17.80304380368536"
"","SEE","58.66","2.195121951219514","11429419.1597208","57.67","58.86","894787","58.25","59.48","226147.19053499997","54.51","70.725","57.4","8336029800","15.89","0.8813","-4.024869109947648","-13.05765525418705"
"","SHW","251.61","3.1230788147055266","3787535464.983068","245.01","251.81","1479071","246","254","19088647.530929998","214.22","354.15","243.99","63238060200","36.61","0.7664","3.996858725303798","-28.5523625624716"
"","SIVB","464.24","1.9836998308473186","44558816355.15888","454.15","464.28","318026","455","485","125914076.44478881","355.371","763.22","455.21","26894398600","17.52","1.5565","15.039028620988715","-31.55225288983251"
"","SJM","133.79","0.8518015980702565","314772322.88054913","132.46","133.89","809867","133.35","135","2327414.4523300002","118.55","146.74","132.66","14135984300","22.75","0.3317","1.110943168077383","-1.494625239287295"
"","SLB","36.9","0.027107617240429427","1849075.83589512","36.26","37.22","6642848","36.9","37.14","47923.519149","25.895","49.83","36.89","52176847100","20.16","1.3466","0.29705644072373083","24.006677796327214"
"","SNA","231.36","1.1454052636180823","2793051854.0674543","228.01","231.47","298421","228.54","231.75","10350405.255168002","190.08","235.36","228.74","12184499400","14.34","0.9674","3.2626645837982693","7.419444702386491"
"","SNPS","385.44","2.236014959815402","21195395523.204823","377.96","385.91","931148","374","392","37519166.68896","255.02","381.7","377.01","57671219700","58.64","1.1721","4.88163265306123","4.597014925373144"
"","SO","78.12","0.2824133504492954","36872071.827771604","77.51","78.17","3152726","78.05","78.1","375540.948216","60.99","78.82","77.9","84774675000","27.49","0.7539","1.5996878657822844","13.910761154855656"
"","SPG","115.55","1.2974489348645646","175031454.2180319","114.19","115.99","1491121","115.55","115.85","1844844.8911199998","93.06","171.12","114.07","37488763300","18.17","1.4912","6.6365979381443285","-27.489516179508055"
"","SPGI","391.11","1.2792293549473088","23032723599.867172","387.75","392.48","1257609","387","394.09","59184063.652584","311.87","484.21","386.17","128787695000","28.78","1.0435","3.976865731037593","-16.95378551903883"
"","SRE","166.37","1.5132100799316817","745129096.8457471","164.18","166.45","791665","163.69","166.81","3446746.6508160005","119.56","173.28","163.89","51511446400","46.07","0.8662","0.34378769601930426","25.771091623828248"
"","STE","213.9","1.7553874696731864","2028651818.7389455","210.74","214.09","269549","208.96","220","10532754.663888523","192.4003","255.9325","210.21","21037816800","56.19","0.8588","-5.2071792599157956","-12.123577502978511"
"","STT","74.93","1.9317099714324604","30462904.071460158","73.79","74.95","1586626","72","74.97","462005.76553450007","58.795","104.87","73.51","27023672700","10.18","1.3239","5.475788288288297","-19.430107526881713"
"","STX","83.05","0.7032860434097232","47277033.84098784","82.27","83.52","1019067","82.45","84.75","661287.137616","67.36","117.67","82.47","17718184700","11.24","0.9981","4.3135783945986494","-26.155071694105146"
"","STZ","243.73","1.6219146097398163","3431969301.667507","240.3","244.32","1311222","240","244.6","13216797.588637497","207.35","261.525","239.84","43708201800","39.06","0.8072","-1.0474605172343887","-2.8848069490377326"
"","SWK","99.99","1.7192268565615398","95756916.7678428","97.53","100.02","1301614","99","100","1861357.6359340001","91.51","203.69","98.3","14530312800","16.05","1.3394","2.5994040891811343","-47.05757607888877"
"","SWKS","113.58","3.020408163265298","158704308.27630225","111.37","113.97","1520722","110","113.9","1881084.173892","88.76","186.87","110.25","17742091500","14.01","1.4105","4.160543717854526","-26.898285419620983"
"","SYF","36.14","0.08307947936860849","1697995.6009127803","35.765","36.38","2793240","36","36.17","51626.54474900001","27.215","52.49","36.11","17396317500","5.27","1.6012","7.945041816009568","-22.0952791549903"
"","SYK","223.12","2.3439291775606774","2374619034.273024","218.63","223.29","1084384","218.5","223.69","11846390.041728001","188.84","281.16","218.01","82477761200","40.11","1.0928","3.897555296856803","-16.56570189215467"
"","SYY","84.84","3.1363967906637535","48654277.0293888","82.28","84.8","3205332","82.7","84.9","527997.5132656","68.05","91.5296","82.26","41909495800","31.15","1.2256","-0.15312131919906768","7.918523233609176"
"","T","18.24","1.1086474501108556","108931.17664043998","18.09","18.27","25822303","18.22","18.24","6664.056479742689","16.8497","21.64751","18.04","129148360000","6.65","0.7144","-2.715654952076685","-1.5943121835613416"
